date,open
1992/4/6,381.97
1992/4/7,381.95
1992/4/8,382.53
1992/4/9,381.93
1992/4/10,381.52
1992/4/13,387.27
1992/4/14,393.1
1992/4/15,400.35
1992/4/16,404.07
1992/4/17,408.56
1992/4/20,417.19
1992/4/21,417.99
1992/4/22,400.12
1992/4/23,407.13
1992/4/24,405.88
1992/4/27,422.45
1992/4/28,434.9
1992/4/29,445.25
1992/4/30,435.73
1992/5/4,454.86
1992/5/5,447.42
1992/5/6,449.78
1992/5/7,452.86
1992/5/8,461.05
1992/5/11,483.29
1992/5/12,502.8
1992/5/13,505.27
1992/5/14,514.48
1992/5/15,529.39
1992/5/18,560.09
1992/5/19,590.41
1992/5/20,617.28
1992/5/21,1260.32
1992/5/22,1306.37
1992/5/25,1411.98
1992/5/26,1332.39
1992/5/27,1250.56
1992/5/28,1123.04
1992/5/29,1243.65
1992/6/1,1175.69
1992/6/2,1155.88
1992/6/3,1075.9
1992/6/4,1087.49
1992/6/5,1125.01
1992/6/8,1092.07
1992/6/9,1116.92
1992/6/10,1199.23
1992/6/11,1179.28
1992/6/12,1164.12
1992/6/15,1174.41
1992/6/16,1171.75
1992/6/17,1171.29
1992/6/18,1167.16
1992/6/19,1169.97
1992/6/22,1173.68
1992/6/23,1162.83
1992/6/24,1150.89
1992/6/25,1153.48
1992/6/26,1164.29
1992/6/29,1168.89
1992/6/30,1186.62
1992/7/1,1199.54
1992/7/2,1187.3
1992/7/3,1189.09
1992/7/6,1197.76
1992/7/7,1201.01
1992/7/8,1192.37
1992/7/9,1172.44
1992/7/10,1175.14
1992/7/13,1156.83
1992/7/14,1124.65
1992/7/15,1107.18
1992/7/16,1114.13
1992/7/17,1121.49
1992/7/20,1100.6
1992/7/21,1087.61
1992/7/22,1059.22
1992/7/23,1020.07
1992/7/24,1165.89
1992/7/27,1169.42
1992/7/28,1126.88
1992/7/29,1078.31
1992/7/30,1067.45
1992/7/31,1045.67
1992/8/3,1034.7
1992/8/4,1018.3
1992/8/5,1015.76
1992/8/6,988.38
1992/8/7,1003.22
1992/8/10,992.73
1992/8/11,926.81
1992/8/12,675.0
1992/8/13,797.17
1992/8/14,857.1
1992/8/17,898.66
1992/8/18,954.89
1992/8/19,920.66
1992/8/20,930.7
1992/8/21,916.99
1992/8/24,888.95
1992/8/25,868.1
1992/8/26,841.42
1992/8/27,874.75
1992/8/28,851.6
1992/8/31,833.5
1992/9/1,826.96
1992/9/2,803.83
1992/9/3,749.22
1992/9/4,759.54
1992/9/7,745.69
1992/9/8,653.36
1992/9/9,613.44
1992/9/10,643.21
1992/9/11,773.22
1992/9/14,762.82
1992/9/15,727.11
1992/9/16,762.29
1992/9/17,770.65
1992/9/18,715.89
1992/9/21,740.97
1992/9/22,730.71
1992/9/23,719.41
1992/9/24,720.51
1992/9/25,730.28
1992/9/28,724.45
1992/9/29,719.99
1992/9/30,703.63
1992/10/5,676.47
1992/10/6,682.92
1992/10/7,676.56
1992/10/8,648.96
1992/10/9,664.44
1992/10/12,687.45
1992/10/13,694.1
1992/10/14,661.07
1992/10/15,654.33
1992/10/16,664.0
1992/10/19,643.8
1992/10/20,634.43
1992/10/21,597.15
1992/10/22,557.03
1992/10/23,534.41
1992/10/26,539.5
1992/10/27,465.75
1992/10/28,466.73
1992/10/29,468.72
1992/10/30,494.66
1992/11/2,471.18
1992/11/3,481.34
1992/11/4,474.82
1992/11/5,460.96
1992/11/6,460.54
1992/11/9,439.81
1992/11/10,404.49
1992/11/11,402.79
1992/11/12,408.42
1992/11/13,418.49
1992/11/16,402.02
1992/11/17,390.09
1992/11/18,400.01
1992/11/19,409.61
1992/11/20,394.9
1992/11/23,404.05
1992/11/24,414.84
1992/11/25,485.16
1992/11/26,674.74
1992/11/27,593.68
1992/11/30,682.08
1992/12/1,718.99
1992/12/2,694.88
1992/12/3,760.65
1992/12/4,833.23
1992/12/7,765.87
1992/12/8,796.63
1992/12/9,737.94
1992/12/10,668.46
1992/12/11,664.61
1992/12/14,741.06
1992/12/15,699.83
1992/12/16,671.45
1992/12/17,689.14
1992/12/18,715.72
1992/12/21,709.87
1992/12/22,731.58
1992/12/23,723.84
1992/12/24,731.55
1992/12/25,768.68
1992/12/28,764.43
1992/12/29,759.54
1992/12/30,775.07
1992/12/31,765.86
1993/1/4,784.13
1993/1/5,813.34
1993/1/6,881.0
1993/1/7,855.8
1993/1/8,882.57
1993/1/11,913.44
1993/1/12,1001.93
1993/1/13,996.41
1993/1/14,1053.91
1993/1/15,1083.6
1993/1/18,1067.98
1993/1/19,1053.52
1993/1/20,990.09
1993/1/21,1051.6
1993/1/22,1074.36
1993/1/27,1126.37
1993/1/28,1182.39
1993/1/29,1156.84
1993/2/1,1242.35
1993/2/2,1292.4
1993/2/3,1321.63
1993/2/4,1323.13
1993/2/5,1371.34
1993/2/8,1339.59
1993/2/9,1427.33
1993/2/10,1500.52
1993/2/11,1495.92
1993/2/12,1378.2
1993/2/15,1544.1
1993/2/16,1555.15
1993/2/17,1515.25
1993/2/18,1503.72
1993/2/19,1471.56
1993/2/22,1487.84
1993/2/23,1420.63
1993/2/24,1310.04
1993/2/25,1271.2
1993/2/26,1436.99
1993/3/1,1328.22
1993/3/2,1207.57
1993/3/3,1263.74
1993/3/4,1231.92
1993/3/5,1116.41
1993/3/8,1133.52
1993/3/9,1160.13
1993/3/10,1099.52
1993/3/11,1219.47
1993/3/12,1280.37
1993/3/15,1226.66
1993/3/16,1167.91
1993/3/17,1238.8
1993/3/18,1203.2
1993/3/19,1188.37
1993/3/22,1148.29
1993/3/23,1035.6
1993/3/24,965.58
1993/3/25,963.53
1993/3/26,969.24
1993/3/29,1008.4
1993/3/30,973.08
1993/3/31,953.29
1993/4/1,921.59
1993/4/2,953.51
1993/4/5,945.58
1993/4/6,949.81
1993/4/7,1108.64
1993/4/8,1099.62
1993/4/9,1322.07
1993/4/12,1254.62
1993/4/13,1204.75
1993/4/14,1304.33
1993/4/15,1265.3
1993/4/16,1282.79
1993/4/19,1203.85
1993/4/20,1257.1
1993/4/21,1234.71
1993/4/22,1227.1
1993/4/23,1288.51
1993/4/26,1298.92
1993/4/27,1379.43
1993/4/28,1371.1
1993/4/29,1377.04
1993/4/30,1341.54
1993/5/3,1365.15
1993/5/4,1352.08
1993/5/5,1232.65
1993/5/6,1250.39
1993/5/7,1194.26
1993/5/10,1216.72
1993/5/11,1124.85
1993/5/12,1138.52
1993/5/13,1140.21
1993/5/14,1180.46
1993/5/17,1162.07
1993/5/18,1140.04
1993/5/19,1129.1
1993/5/20,1148.56
1993/5/21,1177.3
1993/5/24,1136.29
1993/5/25,1020.32
1993/5/26,1003.89
1993/5/27,1001.19
1993/5/28,962.21
1993/5/31,975.05
1993/6/1,935.9
1993/6/2,958.61
1993/6/3,1102.08
1993/6/4,1024.74
1993/6/7,1006.26
1993/6/8,1094.11
1993/6/9,1071.33
1993/6/10,1069.36
1993/6/11,1043.94
1993/6/14,1046.07
1993/6/15,998.7
1993/6/16,1004.4
1993/6/17,998.21
1993/6/18,994.2
1993/6/21,1003.98
1993/6/22,972.1
1993/6/23,981.4
1993/6/24,985.62
1993/6/25,979.93
1993/6/28,1006.63
1993/6/29,1008.23
1993/6/30,1037.89
1993/7/1,1000.8
1993/7/2,995.7
1993/7/5,976.67
1993/7/6,938.42
1993/7/7,897.22
1993/7/8,904.46
1993/7/9,896.16
1993/7/12,855.5
1993/7/13,853.66
1993/7/14,870.05
1993/7/15,833.89
1993/7/16,841.62
1993/7/19,846.87
1993/7/20,835.79
1993/7/21,809.53
1993/7/22,812.1
1993/7/23,816.08
1993/7/26,810.07
1993/7/27,788.19
1993/7/28,792.88
1993/7/29,801.16
1993/7/30,810.09
1993/8/2,885.31
1993/8/3,842.29
1993/8/4,833.4
1993/8/5,853.71
1993/8/6,841.39
1993/8/9,866.65
1993/8/10,897.46
1993/8/11,862.4
1993/8/12,896.74
1993/8/13,929.42
1993/8/16,969.9
1993/8/17,1042.42
1993/8/18,974.11
1993/8/19,944.58
1993/8/20,973.0
1993/8/23,933.72
1993/8/24,878.09
1993/8/25,904.74
1993/8/26,913.27
1993/8/27,903.47
1993/8/30,901.09
1993/8/31,895.76
1993/9/1,898.01
1993/9/2,894.27
1993/9/3,907.89
1993/9/6,940.46
1993/9/7,947.12
1993/9/8,907.98
1993/9/9,911.95
1993/9/10,887.83
1993/9/13,895.62
1993/9/14,875.14
1993/9/15,876.38
1993/9/16,885.02
1993/9/17,874.51
1993/9/20,875.97
1993/9/21,875.13
1993/9/22,891.05
1993/9/23,882.68
1993/9/24,873.16
1993/9/27,876.61
1993/9/28,886.11
1993/9/29,904.76
1993/9/30,887.13
1993/10/4,895.69
1993/10/5,894.37
1993/10/6,886.33
1993/10/7,887.0
1993/10/8,897.72
1993/10/11,872.95
1993/10/12,868.48
1993/10/13,874.36
1993/10/14,858.33
1993/10/15,855.67
1993/10/18,852.82
1993/10/19,839.2
1993/10/20,843.58
1993/10/21,846.25
1993/10/22,827.75
1993/10/25,792.78
1993/10/26,789.25
1993/10/27,787.79
1993/10/28,779.64
1993/10/29,834.51
1993/11/1,801.86
1993/11/2,821.85
1993/11/3,812.63
1993/11/4,804.66
1993/11/5,804.26
1993/11/8,833.26
1993/11/9,840.89
1993/11/10,848.45
1993/11/11,836.55
1993/11/12,858.2
1993/11/15,875.8
1993/11/16,890.92
1993/11/17,881.93
1993/11/18,895.69
1993/11/19,907.41
1993/11/22,924.67
1993/11/23,955.82
1993/11/24,955.24
1993/11/25,959.9
1993/11/26,986.69
1993/11/29,968.44
1993/11/30,984.54
1993/12/1,993.67
1993/12/2,974.35
1993/12/3,975.65
1993/12/6,986.12
1993/12/7,1006.7
1993/12/8,1044.85
1993/12/9,1016.78
1993/12/10,986.02
1993/12/13,982.38
1993/12/14,942.01
1993/12/15,926.05
1993/12/16,941.43
1993/12/17,884.47
1993/12/20,823.77
1993/12/21,786.82
1993/12/22,837.54
1993/12/23,820.54
1993/12/24,841.66
1993/12/27,841.49
1993/12/28,851.38
1993/12/29,839.56
1993/12/30,819.14
1993/12/31,829.16
1994/1/3,837.7
1994/1/4,835.97
1994/1/5,829.3
1994/1/6,850.78
1994/1/7,875.18
1994/1/10,891.99
1994/1/11,903.54
1994/1/12,891.83
1994/1/13,889.02
1994/1/14,900.13
1994/1/17,861.34
1994/1/18,859.3
1994/1/19,835.08
1994/1/20,791.0
1994/1/21,800.55
1994/1/24,830.16
1994/1/25,838.06
1994/1/26,828.34
1994/1/27,813.54
1994/1/28,818.32
1994/1/31,781.54
1994/2/1,770.25
1994/2/2,753.1
1994/2/3,775.2
1994/2/4,784.06
1994/2/14,813.95
1994/2/15,775.85
1994/2/16,775.14
1994/2/17,773.67
1994/2/18,768.13
1994/2/21,769.94
1994/2/22,751.68
1994/2/23,768.52
1994/2/24,761.41
1994/2/25,767.57
1994/2/28,785.82
1994/3/1,771.52
1994/3/2,755.53
1994/3/3,739.39
1994/3/4,729.14
1994/3/7,718.35
1994/3/8,721.65
1994/3/9,715.87
1994/3/10,717.72
1994/3/11,700.32
1994/3/14,774.77
1994/3/15,800.76
1994/3/16,767.66
1994/3/17,805.41
1994/3/18,777.05
1994/3/21,755.86
1994/3/22,726.16
1994/3/23,739.38
1994/3/24,725.2
1994/3/25,732.61
1994/3/28,702.42
1994/3/29,706.37
1994/3/30,710.35
1994/3/31,709.91
1994/4/1,704.93
1994/4/4,698.19
1994/4/5,695.2
1994/4/6,682.23
1994/4/7,678.11
1994/4/8,678.13
1994/4/11,668.85
1994/4/12,655.34
1994/4/13,673.6
1994/4/14,651.82
1994/4/15,630.57
1994/4/18,619.51
1994/4/19,597.78
1994/4/20,560.79
1994/4/21,536.34
1994/4/22,586.83
1994/4/25,566.63
1994/4/26,565.47
1994/4/27,590.99
1994/4/28,605.98
1994/4/29,598.35
1994/5/3,593.94
1994/5/4,615.81
1994/5/5,608.36
1994/5/6,589.23
1994/5/9,587.94
1994/5/10,584.77
1994/5/11,603.27
1994/5/12,586.15
1994/5/13,582.51
1994/5/16,597.12
1994/5/17,592.29
1994/5/18,590.32
1994/5/19,578.8
1994/5/20,592.38
1994/5/23,594.52
1994/5/24,586.5
1994/5/25,591.23
1994/5/26,586.09
1994/5/27,572.97
1994/5/30,565.63
1994/5/31,538.45
1994/6/1,554.08
1994/6/2,543.3
1994/6/3,547.21
1994/6/6,549.03
1994/6/7,541.16
1994/6/8,526.4
1994/6/9,534.24
1994/6/10,519.84
1994/6/13,505.54
1994/6/14,492.45
1994/6/15,492.84
1994/6/16,498.11
1994/6/17,509.09
1994/6/20,523.37
1994/6/21,498.56
1994/6/22,499.14
1994/6/23,507.03
1994/6/24,499.91
1994/6/27,483.45
1994/6/28,470.54
1994/6/29,472.48
1994/6/30,466.35
1994/7/1,469.27
1994/7/4,446.23
1994/7/5,437.64
1994/7/6,444.59
1994/7/7,428.3
1994/7/8,426.25
1994/7/11,436.54
1994/7/12,427.62
1994/7/13,430.55
1994/7/14,437.53
1994/7/15,431.01
1994/7/18,405.61
1994/7/19,398.9
1994/7/20,401.98
1994/7/21,390.94
1994/7/22,378.19
1994/7/25,357.4
1994/7/26,376.76
1994/7/27,387.81
1994/7/28,366.55
1994/7/29,335.45
1994/8/1,394.87
1994/8/2,451.18
1994/8/3,438.52
1994/8/4,558.69
1994/8/5,579.47
1994/8/8,720.48
1994/8/9,715.54
1994/8/10,619.34
1994/8/11,765.32
1994/8/12,676.07
1994/8/15,671.1
1994/8/16,670.0
1994/8/17,703.88
1994/8/18,734.84
1994/8/19,750.67
1994/8/22,680.07
1994/8/23,694.71
1994/8/24,718.61
1994/8/25,704.47
1994/8/26,728.26
1994/8/29,716.87
1994/8/30,715.45
1994/8/31,771.33
1994/9/1,785.61
1994/9/2,796.69
1994/9/5,871.16
1994/9/6,973.28
1994/9/7,977.3
1994/9/8,967.9
1994/9/9,982.43
1994/9/12,996.68
1994/9/13,1036.84
1994/9/14,1040.95
1994/9/15,985.33
1994/9/16,983.79
1994/9/19,944.25
1994/9/20,922.8
1994/9/21,928.75
1994/9/22,974.21
1994/9/23,908.75
1994/9/26,856.17
1994/9/27,880.69
1994/9/28,881.14
1994/9/29,921.81
1994/9/30,811.83
1994/10/5,770.9
1994/10/6,731.65
1994/10/7,638.32
1994/10/10,678.02
1994/10/11,712.03
1994/10/12,712.39
1994/10/13,706.76
1994/10/14,608.07
1994/10/17,617.9
1994/10/18,625.49
1994/10/19,631.34
1994/10/20,663.31
1994/10/21,730.97
1994/10/24,741.05
1994/10/25,794.57
1994/10/26,725.94
1994/10/27,682.02
1994/10/28,695.66
1994/10/31,648.24
1994/11/1,667.66
1994/11/2,667.05
1994/11/3,675.32
1994/11/4,717.61
1994/11/7,649.14
1994/11/8,707.27
1994/11/9,691.98
1994/11/10,738.0
1994/11/11,725.88
1994/11/14,731.63
1994/11/15,717.3
1994/11/16,704.94
1994/11/17,707.16
1994/11/18,690.66
1994/11/21,695.75
1994/11/22,702.04
1994/11/23,690.98
1994/11/24,676.16
1994/11/25,697.09
1994/11/28,683.83
1994/11/29,671.7
1994/11/30,687.04
1994/12/1,684.02
1994/12/2,684.18
1994/12/5,674.54
1994/12/6,658.94
1994/12/7,655.14
1994/12/8,653.83
1994/12/9,639.75
1994/12/12,636.35
1994/12/13,632.69
1994/12/14,633.06
1994/12/15,626.44
1994/12/16,661.38
1994/12/19,684.62
1994/12/20,660.26
1994/12/21,665.79
1994/12/22,670.17
1994/12/23,675.94
1994/12/26,684.81
1994/12/27,679.18
1994/12/28,660.72
1994/12/29,651.33
1994/12/30,648.04
1995/1/3,637.72
1995/1/4,641.9
1995/1/5,656.2
1995/1/6,642.75
1995/1/9,637.52
1995/1/10,616.16
1995/1/11,610.3
1995/1/12,612.79
1995/1/13,597.32
1995/1/16,591.06
1995/1/17,591.81
1995/1/18,588.53
1995/1/19,589.7
1995/1/20,566.81
1995/1/23,564.86
1995/1/24,552.78
1995/1/25,550.27
1995/1/26,553.91
1995/1/27,552.95
1995/2/6,559.78
1995/2/7,532.11
1995/2/8,533.09
1995/2/9,533.79
1995/2/10,548.77
1995/2/13,537.95
1995/2/14,549.76
1995/2/15,547.83
1995/2/16,542.25
1995/2/17,537.87
1995/2/20,534.57
1995/2/21,536.07
1995/2/22,541.21
1995/2/23,583.43
1995/2/24,591.91
1995/2/27,584.02
1995/2/28,558.42
1995/3/1,548.91
1995/3/2,557.5
1995/3/3,562.3
1995/3/6,585.24
1995/3/7,614.73
1995/3/8,632.95
1995/3/9,617.22
1995/3/10,600.45
1995/3/13,596.64
1995/3/14,588.18
1995/3/15,588.78
1995/3/16,570.51
1995/3/17,579.62
1995/3/20,597.84
1995/3/21,581.8
1995/3/22,595.32
1995/3/23,617.54
1995/3/24,609.9
1995/3/27,618.47
1995/3/28,625.57
1995/3/29,624.84
1995/3/30,641.36
1995/3/31,629.93
1995/4/3,651.04
1995/4/4,652.43
1995/4/5,658.44
1995/4/6,645.14
1995/4/7,663.45
1995/4/10,678.74
1995/4/11,661.01
1995/4/12,633.82
1995/4/13,647.21
1995/4/14,630.72
1995/4/17,640.17
1995/4/18,629.87
1995/4/19,625.24
1995/4/20,634.04
1995/4/21,646.9
1995/4/24,627.39
1995/4/25,617.01
1995/4/26,621.12
1995/4/27,579.64
1995/4/28,577.43
1995/5/2,576.69
1995/5/3,580.79
1995/5/4,579.51
1995/5/5,569.53
1995/5/8,573.12
1995/5/9,572.1
1995/5/10,577.76
1995/5/11,568.75
1995/5/12,569.35
1995/5/15,583.19
1995/5/16,583.17
1995/5/17,578.84
1995/5/18,741.81
1995/5/19,768.82
1995/5/22,919.75
1995/5/23,791.74
1995/5/24,761.16
1995/5/25,747.06
1995/5/26,681.37
1995/5/29,719.64
1995/5/30,712.26
1995/5/31,701.22
1995/6/1,703.72
1995/6/2,710.82
1995/6/5,718.14
1995/6/6,678.37
1995/6/7,688.86
1995/6/8,711.18
1995/6/9,695.7
1995/6/12,696.65
1995/6/13,697.89
1995/6/14,699.32
1995/6/15,685.45
1995/6/16,638.3
1995/6/19,637.58
1995/6/20,641.41
1995/6/21,640.88
1995/6/22,650.85
1995/6/23,643.68
1995/6/26,650.91
1995/6/27,655.96
1995/6/28,649.28
1995/6/29,647.82
1995/6/30,641.6
1995/7/3,623.14
1995/7/4,612.24
1995/7/5,624.02
1995/7/6,638.03
1995/7/7,637.48
1995/7/10,669.06
1995/7/11,668.77
1995/7/12,645.85
1995/7/13,649.53
1995/7/14,658.92
1995/7/17,651.95
1995/7/18,693.97
1995/7/19,717.47
1995/7/20,686.56
1995/7/21,694.1
1995/7/24,699.84
1995/7/25,709.72
1995/7/26,703.29
1995/7/27,686.9
1995/7/28,699.85
1995/7/31,699.61
1995/8/1,697.22
1995/8/2,721.15
1995/8/3,699.41
1995/8/4,707.19
1995/8/7,708.27
1995/8/8,724.79
1995/8/9,711.8
1995/8/10,718.75
1995/8/11,736.64
1995/8/14,759.12
1995/8/15,773.74
1995/8/16,752.41
1995/8/17,775.8
1995/8/18,772.57
1995/8/21,752.06
1995/8/22,738.94
1995/8/23,741.72
1995/8/24,728.76
1995/8/25,733.19
1995/8/28,724.1
1995/8/29,728.11
1995/8/30,721.75
1995/8/31,715.56
1995/9/1,726.05
1995/9/4,731.42
1995/9/5,743.21
1995/9/6,738.99
1995/9/7,758.29
1995/9/8,753.28
1995/9/11,756.68
1995/9/12,791.36
1995/9/13,764.91
1995/9/14,765.14
1995/9/15,756.65
1995/9/18,757.99
1995/9/19,761.17
1995/9/20,730.28
1995/9/21,726.32
1995/9/22,732.07
1995/9/25,730.01
1995/9/26,723.22
1995/9/27,727.47
1995/9/28,705.02
1995/9/29,711.91
1995/10/4,724.04
1995/10/5,718.0
1995/10/6,724.88
1995/10/9,717.99
1995/10/10,704.55
1995/10/11,705.56
1995/10/12,713.25
1995/10/13,702.49
1995/10/16,702.13
1995/10/17,700.86
1995/10/18,705.72
1995/10/19,719.76
1995/10/20,700.33
1995/10/23,729.76
1995/10/24,724.79
1995/10/25,765.21
1995/10/26,757.11
1995/10/27,730.96
1995/10/30,722.86
1995/10/31,723.43
1995/11/1,716.46
1995/11/2,723.96
1995/11/3,720.77
1995/11/6,729.04
1995/11/7,736.9
1995/11/8,725.33
1995/11/9,708.58
1995/11/10,710.75
1995/11/13,705.89
1995/11/14,687.06
1995/11/15,688.5
1995/11/16,690.11
1995/11/17,680.08
1995/11/20,671.8
1995/11/21,675.18
1995/11/22,678.64
1995/11/23,662.61
1995/11/24,656.96
1995/11/27,658.08
1995/11/28,643.73
1995/11/29,652.1
1995/11/30,639.51
